#Orbital	B	U	N	Q
1   427.1287    601.7359  1 1
2   28.5004     63.6859   1 1
3   13.919      51.6182   1 1 
4   12.153      49.0359   1 1 
5   426.2649    603.4999  1 1 
6   24.4405     59.9302   1 1 
7   11.251     46.6829   1 1 
