#Orbital	B	U	N	Q
1	561.188473	794.062156	1	1
2	309.053483	435.826270	1	1
3	39.758556	76.106411	1	1
4	23.508815	48.645578	1	1
5	17.203000	55.220229	1	1
6	15.475000	55.590005	1	1
7	15.527000	49.668780	1	1
8	9.449000	49.544342	1	1
1	560.871134	794.633568	1	1
2	308.526806	436.316701	1	1
3	38.991440	74.865272	1	1
4	21.838988	50.460169	1	1
5	16.941000	54.034058	1	1
6	15.233000	51.705607	1	1
7	14.058000	51.019145	1	1
