#Orbital	B	U	N	Q
4	25.185226	43.837489	1	1
5	16.759000	51.505794	1	1
6	16.259000	39.627887	1	1
7	15.728000	56.242262	1	1
8	12.927000	44.952720	1	1
9	11.715000	53.593995	1	1
4	24.332394	46.164171	1	1
5	16.151000	35.016782	1	1
6	15.194000	46.441482	1	1
7	15.239000	36.219634	1	1
8	10.846000	55.443009	1	1
