#Alpha orbitals
# Orb.	          KE	      BE-SCF	      BE-P3+	    Pole
    1	  3297.41978	  2502.52303	         ***	     ***
    2	   509.02444	   244.04477	         ***	     ***
    3	   478.03891	   180.94970	         ***	     ***
    4	   478.48738	   180.92867	         ***	     ***
    5	   479.27020	   180.89272	         ***	     ***
    6	    55.33648	    26.77181	         ***	     ***
    7	    35.90227	    16.07896	    15.54900	   0.914
    8	    45.66860	    13.67424	    13.25300	   0.914
    9	    45.35314	    10.49154	    10.23800	   0.920
