Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	436.15351	309.22802	***		***		***
2	436.92460	309.16987	***		***		***
3	48.82847	28.78744	***		***		***
4	42.18176	14.16415	14.16400	15.54000	0.876
5	30.52718	12.39152	12.39200	13.22900	0.897
6	30.52718	12.39152	12.39200	13.22900	0.897
