Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	794.93504	569.35042	***		***		***
2	794.69300	563.62335	***		***		***
3	794.75406	563.62152	***		***		***
4	75.92355	47.57152	***		***		***
5	79.51216	38.93530	***		***		***
6	92.34157	29.85505	***		***		***
7	67.22608	22.62991	***		***		***
8	74.72530	21.76794	***		***		***
9	57.72000	21.22507	***		***		***
10	73.19768	15.39087	15.39100	13.10200	0.863
11	74.64761	15.09002	15.09000	13.05000	0.867
12	64.03677	13.29791	13.29800	13.70900	0.851
