Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	435.77138	305.01028	***		***		***
2	435.97961	304.99327	***		***		***
3	34.43416	27.76723	***		***		***
4	33.56035	22.91577	***		***		***
5	24.39523	16.28615	16.28600	15.34200	0.909
6	24.39523	16.28615	16.28600	15.34200	0.909
7	32.88322	13.89367	13.89400	13.06500	0.905
8	28.15968	13.24721	13.24700	12.58000	0.920
9	28.15968	13.24721	13.24700	12.58000	0.920
