Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	601.81709	422.88222	***		***		***
2	48.64332	31.11233	***		***		***
3	35.64305	17.15343	17.15300	16.50500	0.924
4	35.63826	17.15185	17.15200	16.50400	0.924
5	42.09746	11.66392	11.66400	10.77300	0.915
