#Alpha orbitals
# Orb.	          KE	      BE-SCF	      BE-P3+	    Pole
    1	   601.81257	   422.81536	         ***	     ***
    2	   435.95193	   305.83038	         ***	     ***
    3	    47.24196	    31.88614	         ***	     ***
    4	    37.64840	    24.40780	         ***	     ***
    5	    31.83381	    18.07144	    17.00900	   0.909
    6	    32.25265	    16.46126	    15.40600	   0.906
    7	    34.35914	    15.18948	    14.33400	   0.910
    8	    30.99146	    14.08252	    13.39500	   0.921
    9	    42.48707	    10.63198	     9.61900	   0.909
