Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	794.35462	562.03594	***		***		***
2	794.31699	562.03472	***		***		***
3	435.94597	311.95944	***		***		***
4	74.54521	41.60901	***		***		***
5	77.41463	40.16681	***		***		***
6	73.89932	21.81727	***		***		***
7	70.61728	20.21667	20.21700	18.34900	0.896
8	49.99061	19.41930	19.41900	18.03200	0.873
9	49.99061	19.41930	19.41900	18.03200	0.873
10	63.63298	14.82033	14.82000	13.94900	0.896
11	63.63298	14.82033	14.82000	13.94900	0.896
