Alpha orbitals
Orb.	KE		BE		Koop		P3+		Pole
1	602.14561	425.34836	***		***		***
2	436.22968	308.68784	***		***		***
3	435.66771	307.72342	***		***		***
4	59.50077	34.13780	***		***		***
5	43.64486	27.93649	***		***		***
6	36.90049	19.16305	19.16300	17.73500	0.869
7	52.65904	16.46079	16.46100	14.37200	0.855
8	36.84803	14.88768	14.88800	13.93900	0.845
9	33.34472	13.92418	13.92400	14.40800	0.887
10	37.77759	11.35662	11.35700	10.77000	0.889
